Año;Serial;Evento;ADM1_CODE;ADM1;ADM2_CODE;ADM2;LUGAR;Fecha;Observaciones;Causa;Descripción de la Causa;Fuente;Magnitud;Número GLIDE;Otros sectores;Fichas;Muertos;Heridos;Desaparecidos;Viviendas Destruídas;Viviendas Afectadas;Damnificados;Afectados;Reubicados;Evacuados;Pérdidas $USD;Pérdidas $Local;Centros Educativos;Centros Médicos;Daños cultivos Ha
2012;2012-00106;FIRE;6;Managua;605;Managua;Fábrica de Calzados Rolter, carretera norte, ciudad de Manag;2012/11/22;Incendio en un área de la fábrica de Calzados Rolter. El número de afectados se dedujo de multiplicar por cinco el área quemada de la fábrica. Fuente no refle otro dato.;UNKNOWN;No se conoce la causa.;La Prensa 2012-11-23 P.2;;;;1;;;;;;5;;;;;;;;
2012;2012-00107;PLAGUE;13;Jinotega;1307;Jinotega;Municipio de Jinotega;2012/11/31;En el Municipio de Jinotega, productores de café afectados por la roya. Las plantaciones de café se perdieron de grandes, medianos y pequeños productores. en el municipio perdieron 300 quintales de café.;ATMOSPHCONDITION;Condiciones atmosféricas y  mal manejo de la plaga.;La Prensa 2012-12-01 P.6;;;;1;;;;;;;;;;;;;;
2012;2012-00108;EPIDEMIC;6;Managua;605;Managua;Barrios de la ciudad de Managua. Barrio Miraflores del Distr;2012/12/3;SILAIS de Managua reporta el fallecimiento de un niño por dengue en el Barrio Miraflores del Distrito Dos y 66 casos positivos en diferntes barrios de Managua. Datos proporcionados por la fuente.;OTHER;Proliferación del sancudo Aedes aegypti, transmisor del deng;La Prensa 2012-12-04 P.3;;;;1;1;;;;;;66;;;;;;;
2012;2012-00109;POLLUTION;10;Rivas;1008;Rivas;Río Acome, Lago Cocibolca.;2012/12/6;El río Acome recorre siete kilómetros por la ciudad de Rivas, en su trayecto recibe residuos sólidos y líquidos de 450 casas que están ubicadas en la rivera del río. Tambien recibe el agua que vierte la infiltración permanente de las lagunas de oxidación que almacenan todas las agua negras del casco urbano, este río desemboca en el lago Cocibolca y le cae todo estos contaminantes. Datos proporcionados por la fuente.;NEGLIGENCE;Deficiente alcantarillado sanitario.;La Prensa 2012-12-07 P.9;;;;1;;;;;;;;;;;;;;
2012;2012-00110;POLLUTION;6;Managua;605;Managua;La ciudad de Managua, Distritos Uno y Siete.;2012/12/13;"En Managua en el 2012 se han incrementados los basureros ilegales,  hay 277 basureros ilegales la ciudad, principalmente en los distritos Uno Y Siete; en el distrito Uno 65 y el distrito Siete 60, esto inunda las calles de basura. Datos proporcionados por la fuente.";NEGLIGENCE;Sistema de recolección de basura es deficiente y obsoleto.;La Prensa 2012-12-14 P.1 P.4;;;;1;;;;;;;;;;;;;;
2012;2012-00111;POLLUTION;2;Madriz;206;Yalagüina;Comunidades de Los Encuentros, Las Minitas;2012/12/18;Los datos de 1570 afectados se dedujo de multiplicar por cinco las 314 familias afectadas   de las comundades Los Encuentros, Las Minitas y otras comunidades aledañas . Consumen agua contaminada de dos pozos y un río cercano. Población demanda instalación de redes de servicio de agua potable. Datos proporcionados por la fuente.;NEGLIGENCE;Comuna no atiende necesidades básicas de ciudadanía.;La Prensa 2012-12-19 P.6;;;;1;;;;;;;1570;;;;;;;
2012;2012-00112;DROUGHT;9;Carazo;901;San Marcos;Pobladores de la ciudad y comunidades aledañas de San Marcos;2012/12/18;En el Depártamento de Carazo 35 mil habitantes sufren por la falta de agua. Datos proporcionados por la fuente.;ATMOSPHCONDITION;No hay fuente de agua superficiales, todo el abastecimiento ;La Prensa 2012-12-19 P.6;;;;1;;;;;;;;;;;;;;
2012;2012-00113;FIRE;3;Estelí;303;Estelí;Ciudad de Estelí y barrio Sandino.;2012/12/19;Comandante José ramón Montano, Jefe de la Dirección Genaral de Bomberos reportó que en el año 2012,  ocurrieron 57 incendios en la ciudad de Estelí y  fallecimiento de una niña en el barrio Sandino . Pérdidas aproximadas a 498 mil 545.90  dólares. Los datos de damnificados se dedujo de multiplicar por cinco las 57 casas destruidas por incendios. Datos proporcionados por la fuente.;NEGLIGENCE;Según el Director de los bomberos de Estelí , 67 % de los in;La Prensa 2012-12-20 P.7;;;;1;1;;;57;;285;;;;498545,9;;;;
2012;2012-00114;SPATE;15;RAAN;1502;Bilwi;Carretera de Bilwi a Bonanza, Río Wawa, comunidad Las Breñas;2012/12/25;Tres puentes colapsados entre Bilwi y Bonanza, Río Wawa hasta la comunidad Las Breñas,110 kilómetros de carretras dañadas. Datos proporcionados por la fuente.;RAIN;Condiciones atmosféricas.;La Prensa 2012-12-26 P.1 P.7;;;;1;;;;;;;;;;;;;;
2012;2012-00115;POLLUTION;4;Chinandega;409;Chinandega;Comunidades: Verssalles, Buena Vista, El Pellizco, Belén, La;2012/12/27;Comunidades del Municipio de Chinandega evacuados, 366 personas, alunospresentaban problemas respiratorios, dolor de cabezas, alergias etc. por contaminación de los gases y cenizas emanados por el volcán San Critóbal Los cultivos de maíz, maní, frijoles, sorgos, plátanos y bananos fueron afectados. datos proporcionados por la fuente.;ERUPTION;Emisión de gases tóxicos y cenizas del volcán San Cristóbal.;La Prensa 2012-12-28 P.1 P.5;;;;1;;;;;;;;;366;;;;;
2012;2012-00116;POLLUTION;4;Chinandega;405;El Viejo;Comunidades de El Viejo;2012/12/28;Emanación de gases, cenizas afectó salud de comunidades de El Viejo. Intensa polvareda dañó cultivos de ajojnjolí, pastizales y al ganado. Fuente no refleja cantidad de afectados en el Viejo.;ERUPTION;Emanación de gases y cenizas del Volcán San Cristóbal;La Prensa 2012-12-29 P.1 P.5;;;;1;;;;;;;;;;;;;;
2012;2012-00117;POLLUTION;4;Chinandega;412;Chichigalpa;Comunidades de Chichigalpa;2012/12/28;La emanación de gases y cenizas del volcán San Cristóbal afectó salud de pobladores de comunidades aledañas. 121 personas de Chihcigalpa fueron reubicados en refugios.  Cultivos dañados. Datos proporcionados por la fuente.;ERUPTION;Emanación de gases y cenizas del volcán San Cristóbal.;La Prensa 2012-12-29 P.1 P.5;;;;1;;;;;;;;121;;;;;;
2012;2012-00118;PLAGUE;3;Estelí;301;Pueblo Nuevo;Pueblo Nuevo;2012/12/29;Plaga de Antracnosis acaba con los cultivos de café en Pueblo Nuevo. De veinte manzanas lo normal es scar 200 quintales lo redujo a 150quintales. Datos proporcionados por la fuente.;ATMOSPHCONDITION;Falta de agua, debilitamiento de la planta, hongo ataca el t;La Prensa 2012-12-30 P.1 P.3;;;;1;;;;;;;;;;;;;;
2013;2013-00001;EXPLOSION;6;Managua;605;Managua;Hospital Materno Infantil Fernando Velez Paiz y Hospital  In;2013/1/1;Diez niños sufrieron quemadoras por accidente en la manipulación de pólvora en las festividades de fin de año. Siete niños se presentaron al Hospital Fernando Velez Pais, Dos al hospital Manuel de Jesús Rivera y un caso al centro de salud de Ciudad Sandino. Datos proporcionados por la fuente.;HUMANERROR;Error de los padres al permitirles manipular pólvora.;La Prensa 2013-01-02 P.5;;;;1;;10;;;;;;;;;;;;
2013;2013-00002;FIRE;4;Chinandega;409;Chinandega;Restaurante El Paraíso en la ciudad de Chinandega.;2013/1/1;Incendio en restaurante El Paraíso, dueños perdieron todo los enseres. Los datos de damnificados sew dedujo de multiplicar por cinco el inmueble quemado.;UNKNOWN;Causas desconocidas.;La Prensa 2013-01-02 P.7;;;;1;;;;1;;5;;;;;;;;
2013;2013-00003;FIRE;5;León;508;León;Planta compactadora de desechos residuales, Corporación Ciel;2013/1/2;Incendió terminó con planta procesadora de desechos residuales, propiedad de la Corporación Norteamiricana Cielo. Según la fuente la empresa era vulnerable, lo único que la separaba del vertedero era un cerco de alambre. Los datos de damnificados se dedujo de multiplicar por cinco el inmueble quemado.;UNKNOWN;La causa no se conoció.;La Prensa 2013-01-03 P.1 P.7;;;;1;;;;1;;5;;;;800000;;;;
2013;2013-00004;PLAGUE;1;Nueva Segovia;107;Macuelizo;Comunidades afectadas: Mata de Plátano, Brujil, Suyatal y Lo;2013/1/4;Grandes, pequeños , medianos productores de café afectados por la Roya. Toda la cadena del grano afectado, el 50% de la producción se perdió.. Fuente no refleja datos del número de afectados.;NEGLIGENCE;Falta de control de la plaga, poca asistencia técnica a los ;La Prensa 2013-01.05 P.1 P.3;;;;1;;;;;;;;;;;;;;
2013;2013-00005;PLAGUE;1;Nueva Segovia;106;Dipilto;Municipio de Dipilto;2013/1/4;Productores de café perdieron el 50% de la producción de café por la plaga de la roya que afectó los cafetales del norte de Nicaragua. Fuente no refleja número de afectados.;NEGLIGENCE;Poca asistencia técnica a los productores, falta de control ;La Prensa 2013-01-05 P.1 P.5;;;;1;;;;;;;;;;;;;;
2013;2013-00006;STORM;13;Jinotega;1307;Jinotega;Ciudad de Jinotega;2013/1/8;Dos postes de luz con sus respectivos trasformadores y tres postes de gas natural fueron derrivados por fuertes vientos en la ciudad de Jinotega, cinco mil habitantes sin energía eléctrica. datos proporcionados por la fuente.;ATMOSPHCONDITION;Condiciones atmosféricas.;La Prensa 2013-01-09 P.8;;;;1;;;;;;;5000;;;;;;;
2013;2013-00007;EPIDEMIC;8;Granada;803;Granada;Barrios: La Sabaneta, Boca Negra y El pantanal;2013/1/8;Dos niños falledieron en granada por dengue hemorrágico. datos proporcionados por la fuente.;OTHER;Criaderos de sancudos Aedes aegypti en aguas represas.;La Prensa 2013-01-09 P.8;;;;1;2;;;;;;;;;;;;;
2013;2013-00008;EPIDEMIC;8;Granada;804;Nandaime;En el Municipio de Nandaime;2013/1/8;En Nandaime falleció una persona por dengue, cinco personas mas afectadas con el virus. Datos proporcionados por la fuente.;OTHER;Proliferación del sancudo Aedes aegypti transmisor del dengu;La Prensa 2012-01-09 P.8;;;;1;1;;;;;;5;;;;;;;
2013;2013-00009;PLAGUE;13;Jinotega;1307;Jinotega;Municipio de Jinotega;2013/1/9;Productores de café de Jinotega con pérdidas del 45 % en la producción, municipio que produce un millón de quintales de café.  Datos proporcionados por la fuente;NEGLIGENCE;Poca asistencia técnica a los productores, falta de control ;La Prensa 2013.01-10 P.1 P.5;;;;1;;;;;;;;;;;;;;
2013;2013-00010;STORM;5;León;510;Nagarote;Municipio de Nagarote.;2013/1/10;Fuertes vientos en nagarote desprendieron laminas de zinc a varias casas, la capilla de la iglesia fue afectada y varios árboles caídos. La fuente no refleja el número de casas afectadas, sólo menciona la iglesia y 10 afectados.;ATMOSPHCONDITION;Condiciones atmosféricas.;La Prensa 2013-01-11 P.6;;;;1;;;;;1;;;;10;;;;;
2013;2013-00011;OTHER;17;Río San Juan;1706;San Juan de Nicaragua;Rivera del Río San Juan de Nicaragua;2013/1/20;Según estudios del Centro de Investigación de los Recursos Acuáticos (CIRA) de la UNAN, la Consrtución de carretera de  Costa Rica sobre ribera la Rivera del Río San Juan de Nicaragua, acabó con 3,531 hectáreas de bosques, 300.32 hectáreas de suelo, impacto en la viodiversidad, 13.052 especies de flora y fauna  que vivian en ese ecosistema. Datos proporcionados por la fuente.;OTHER;Construcción de carretera sin estudio previo del impacto amb;La Prensa 2013-01-21 P.1 P.2;;;;1;;;;;;;;;;;;;;3531
2013;2013-00012;SPATE;15;RAAN;1503;Rosita;Comunidades de : Santa Rita, Dibagil y Kalmata.;2013/1/22;500 pobladores de las comunidades de Santa Rita, Dibagil y Kalmata se exponen al cruzar un puente aereo destruido por la crecida de los ríos en el 2011 y aún no lo han reparado.Datos proporcionados por la fuente.;RAIN;Crecida del río Bambana.;La Prensa 2012-01-23 P.1 P.6;;;;1;;;;;;;500;;;;;;;
2013;2013-00013;FIRE;16;RAAS;1608;Bluefields;Pequeño hotel  y una vivienda en la ciudad de  Bluefields.;2013/1/27;Un incendio en Bluefields acabó con una vvienda y un hotel. Los datos de damnificados se dedujo de multiplicar por cinco las dos casas quemadas.;SHORTCIRCUIT;Sobrecarga en las conexiones eléctricas provocó cortocircuit;La prensa 2013-01-28 P.7;;;;1;;;;2;;10;;;;;;;;
2013;2013-00014;PLAGUE;13;Jinotega;1307;Jinotega;Comunidades del Municipio de Jinotega;2013/1/29;Cultivos de papas, chiltomas y tomates afectados por plaga de Paratrioza. Fuente no refleja datos de pérdidas.;NEGLIGENCE;Falta en el control de las plagas en los cultivos.;La Prensa 2013-01-30 P.7;;;;1;;;;;;;;;;;;;;
2013;2013-00015;FORESTFIRE;5;León;505;Larreynaga;Malpaisillo, comunidad La Fuente, volcanes Pila y El Hoyo;2013/2/3;En Malpaisillo se quemaron 211.26 hectáreas de bosques en área protegida en los volcanes Pila y El Hoyo. Datos proporcionados por la fuente.;BEHAVIOR;Malos hábitos, cazadores de la fauna silvestre pegan fuego s;La prensa 2013-02-04 P.7;;;;1;;;;;;;;;;;;;;211,26
2013;2013-00016;FIRE;16;RAAS;1608;Bluefields;En el Municipio de Bluefields;2013/2/10;Cinco viviendas calcinadas por las llamas en Bluefields, familias perdieron todo sus enseres. Los datos de damnificados se dedujo de multiplicar por cinco las cinco viviendas quemadas.;UNKNOWN;La causa del incendio no se conoce.;La Prensa 2013-02-11 P.6;;;;1;;;;5;;25;;;;;;;;
2013;2013-00017;DROUGHT;3;Estelí;303;Estelí;Comunidades de Estelí;2013/1/10;850 familias padecen de abastecimiento de agua potable en diferentes comuidades de Estelí. Datos proporcionados por la fuente.;ATMOSPHCONDITION;Pobladores se abastecen de agua de pozos y el manto friático;La Prensa 2013.02-11 P.6;;;;1;;;;;;;4250;;;;;;;
2013;2013-00018;DROUGHT;4;Chinandega;403;Cinco Pinos;Municipio  de Cinco Pino.;2013/2/10;7672 pobladores del Municipio de  Cinco Pino, tienen problemas con el abastecimiento de agua potable. La cantidad de pobladores se obtuvo del Instituto Nacional de Estadísticas y Censos. Los otros datos de sequía fueron reflejados por el diario La Prensa.;ATMOSPHCONDITION;Principales fuentes de agua se secaron. Quebradas: El Chapar;La Prensa 2013-02-11 P.6;;;;1;;;;;;;7672;;;;;;;
2013;2013-00019;DROUGHT;4;Chinandega;401;San pedro del Norte;San Pedro de Potrero Grande,;2013/2/10;Pobladores de San Pedreo de Potrero Grande, con problemas de abastecimiento de agua. Fuente no refle datos del número de afectados.;ATMOSPHCONDITION;Pobladores se abastecen de agua de pozos y el manto friático;La Prensa 2013-02-11 P.6;;;;1;;;;;;;;;;;;;;
2013;2013-00020;PLAGUE;13;Jinotega;1307;Jinotega;Municipio de Jinotega.;2013/2/15;Según informe del Ministerio Agropecuario y Forestal, Jinotega es el municipio mas afectado por la Roya, el 45% de las plantaciones afectadas por el hongo . . Datos Proporcionados por la fuente.;NEGLIGENCE;Productores admiten falta de control de plagas en los cultiv;La Prensa 2013-02-16 P.2;;;;1;;;;;;;;;;;;;;
2013;2013-00021;PLAGUE;3;Estelí;303;Estelí;Municipio de Estelí;2013/2/15;Según informe del Ministerio Agropecuario y Forestal, en Estelí el 25.3 % de las plantaciones de café fueron afectadas por la roya. Datos proporcionados por la fuente.;NEGLIGENCE;Productores admiten falta de control de plagas en los cultiv;La Prensa 2013-02-16 P.2;;;;1;;;;;;;;;;;;;;
2013;2013-00022;PLAGUE;14;Matagalpa;1406;Matagalpa;Matagalpa;2013/2/15;En Matagalpa el 28.5% de las plantaciones de café se perdieron por la plaga de la Roya, según informe del Ministerio Agropecuario y Forestal;NEGLIGENCE;Productores admiten falta de control de plagas en los cultiv;La Prensa 2013-02-16 P.2;;;;1;;;;;;;;;;;;;;
2013;2013-00023;OTHER;4;Chinandega;412;Chichigalpa;El Pelliszco Occidental;2013/2/15;En el sector de El Pellizco Occidental  un productoe taló 17.60 hectáreas de bosques para sembrar café. dato proporcionados por la fuente.;DEFORESTATION;Costumbre de cortar árboles para sembrar cultivos.;La Prensa 2013-02-16 P.6;;;;1;;;;;;;;;;;;;;17,6
2013;2013-00024;OTHER;4;Chinandega;413;Posoltega;Comarca Versalles Arriba;2013/2/15;28.16 hectáreas de bosques fueron taladas en el volcán Casitas. Datos proporcionados por la fuente.;DEFORESTATION;Corte ilegal de la madera.;La Prensa 2013-02-16 P.6;;;;1;;;;;;;;;;;;;;28,16
2013;2013-00025;OTHER;4;Chinandega;409;Chinandega;Volcán San Cristóbal;2013/2/15;50 árboles de bosque fueron talados en el volcán San Cristóbal.;DEFORESTATION;Corte ilegal de la madera.;La Prensa 2013-02-16;;;;1;;;;;;;;;;;;;;
2013;2013-00026;FIRE;14;Matagalpa;1404;San Isidro;Instituto Politécnico Naciones Undas;2013/2/16;Cuantiosas pérdidas dejó un incendio en un módulo de ebanisteríaen el Instituto Politécnico Naciones Unidas en san Isidro. Fuente no refleja datos cuantitativos. Los datos de damnificados se dedujo de multiplicar por cinco el módulo quemado.;HUMANERROR;Quema de maleza cerca del centro educativo.;La Prensa 2013-02-17 P.3;;;;1;;;;1;;1;;;;;;;;
2013;2013-00027;FIRE;14;Matagalpa;1406;Matagalpa;Hotel Selva Negra, nueve kilómetros al norte de Matagalpa;2013/2/18;Incendio en una de las cabañas del Hotel Seva Negra provocó el fallecimiento de un jóven. Datos proporcionados por la fuente.;SHORTCIRCUIT;Recalentamiento del sistema eléctrico.;La Prensa 2013-02-19 P.7;;;;1;;;;;;;;;;;;;;
2013;2013-00028;SPATE;11;Boaco;1101;San José de los Remates;La Florida;2013/2/17;23 Kilómetros de caminos malos en el secor de La Florida. Productores de café, leche y hortalizas afectados por no poder sacar la produción. Transporte no puede entrar al poblado.Datos proporcionados por la fuente.;RAIN;Intensas lluvias afecta el mantenimiento de carreteras.;La Prensa 2013-02-18 P.7;;;;1;;;;;;;;;;;;;;
2013;2013-00029;POLLUTION;2;Madriz;201;Somoto;Río Mosunse en Somoto;2013/2/22;Río Mosunse está convertido en un basurero.;BEHAVIOR;Es costumbre de los pobladores de tirar desechos sólidos y l;La Prensa 2013-02-23 P.6;;;;1;;;;;;;;;;;;;;
2013;2013-00030;POLLUTION;5;León;508;León;Comerciantes del mercado de León;2013/2/22;Comerciantes de comida y verduras se quejan por tener cerca los contenedores de basura. exigen a la alcaldía municipal la reubicación de estos contenedores.;NEGLIGENCE;Falta de control sanitario.;La Prensa 2013-02-23 P.6;;;;1;;;;;;;;;;;;;;
2013;2013-00031;STRUCTURE;15;RAAN;1503;Rosita;Wasakïn;2013/2/27;Escuela de primaria y secundaria en abandono en la comunidad indígena de Wasakín. Niños reciben clase en el piso ante la falta de pupitres y el instituto continua en el suelo, este colapsó en años anteriores durante el paso del huracán Félix. datos proporcionados por la fuente.;Huracán;Estructura escolar colapsó durante el huracán Féllix;La Prensa 2013-02-28 P.6;;;;1;;;;;;;;;;;;;;
2013;2013-00032;OTHER;11;Boaco;1101;San José de los Remates;Red vial de San José - La Cañada, San Josë - La Florida.;2013/3/7;Transportistas, productores de leche, carne, café, granos básicos y cítricos afectados, la red vial que es de 120 kilómetrós, el 80% está destruida. Datos proporcionados por lafuente.;OTHER;Falta de recursos para mantenimiento de caminos.;La Prensa 2013-03-08 P.6;;;;1;;;;;;;;;;;;;;
2013;2013-00033;POLLUTION;3;Estelí;303;Estelí;Escuela Belén Fé y Alegría en la Ciudad de Estelí;2013/3/7;1200 niños de preescolar y primaria son afectdos por el polvo, algunos niños han sido lesionados producto de las piedras cuando los  vehículos circulan una pendiente frente a la escuela.  Comunidad educativa solicita a la alcaldía municipal adoquinar las vías de tránsito. Datos proporcionados Por la fuente.;OTHER;Falta de recursos para mantenimiento de vías por parte de la;La Prensa 2013-03-08 P.6;;;;1;;;;;;;1200;;;;;;;
2013;2013-00034;POLLUTION;13;Jinotega;1307;Jinotega;39 ríos, quebradas, represas, en los centros recreativos del;2013/3/7;El Ministerio de Salud hizo un muestreo bacteriológico en las agua de 79 ríos, quebradas, represas  y centros recreativos del Departamento de Jinotega y determinó que 39 sitios están contaminados con heces fecales. Datos proporcionados por la fuente.;BEHAVIOR;Es costumbre de la ciudadanía de tirar todo tipo de residuos;La Prensa 2013-03-08 P.6;;;;1;;;;;;;;;;;;;;
2013;2013-00035;OTHER;6;Managua;606;Ticuantepe;Cauce  natural de Ticuantepe.;2013/3/9;Seiis familias que habitan cerca del cauce natural de Ticuantepe,  inconformes con la Empresa Nacional de Transmisión Eléctrica ENATREL, taló 30 árboles para poner postes de tendido eléctrico. Pobladores preocupados porque árboles detienen la erosión del suelo cuando llueve y en esta zona se presentan fuertes corrientes. Los datos de afectados se dedujo de multiplicar por cinco las seis familias afectadas que reflejó la fuente.;BEHAVIOR;Es costumbre de esta empresa talar árboles para poner postes;La Prensa 2013-03-10 P.2;;;;1;;;;;;;30;;;;;;;
2013;2013-00036;DROUGHT;2;Madriz;206;Yalagüina;Comunidades de Los Encuentros y Las Minitas;2013/3/11;Comunidades de Los Encuentros y Las Minitas sufren por el desabastecimiento de agua potable. Fuente no refleja el número de afectados.;ATMOSPHCONDITION;Pobladores se abastecen de pozos y están secos, en la zona n;La Prensa 2013-03-12 P.7;;;;1;;;;;;;;;;;;;;
2013;2013-00037;DROUGHT;4;Chinandega;407;Somotillo;Villa 15 de Julio;2013/3/13;14 mil habitantes de Villa 15 de Julio afectados por el desabastecimiento de agua. ENACAL, abastece con tres pipas de agua a la semana y no es suficiente para la demanda. Datos proporcionados por la fuente.;ATMOSPHCONDITION;En la zona no hay fuente de agua superficial,  el manto friá;La Prensa 2013.03-14 P.5;;;;1;;;;;;;14000;;;;;;;
2013;2013-00038;FIRE;6;Managua;605;Managua;Hotel Maracas, Reparto Bolonia, ciudad de Managua.;2013/3/16;Un incendio en el Hotel Maracas dejó pérdidas por 42 mil dólares, Los datos de damnificados se dedujo de multiplicar por cinco el inmueble quemado.;SHORTCIRCUIT;Cortocircuito por sobrecarga de energía eléctrica.;La Prensa 2013-03-17 P.2;;;;1;;;;1;;5;;;;42000;;;;
2013;2013-00039;FORESTFIRE;13;Jinotega;1307;Jinotega;Municipio de Jinotega;2013/3/21;Delegado del Instituto Nacional Forestal, INAFOR, informó que 72 hectáreas de bosques, pastizales, árboles de pinos, malezas y otras especies fueron quemados en Jinotega producto de cinco incendios.;BEHAVIOR;Cazadores de la fauna silvestre pegan fuego sin control;La Prensa 2013-03-22 P.9;;;;1;;;;;;;;;;;;;;72
2013;2013-00040;FORESTFIRE;1;Nueva Segovia;108;Santa María;En la Chinanpa;2013/3/21;Alvaro Meléndez, Delegado de INAFOR, Instituto Nacional Forestal, reportó la pérdida de 150 hectáreas de bosques de pino en  Santa María, producto de incendios forestales. Datos proporcionados por la fuente.;BEHAVIOR;Malos hábitos, cazadores de la fauna silvestre pegan fuego s;La Prensa 2013-03-22 P.9 y 2013-03-25 P.6;;;;1;;;;;;;;;;;;;;150
2013;2013-00041;FORESTFIRE;1;Nueva Segovia;106;Dipilto;Municipio de Dipilto;2013/3/21;Alvaro Meléndez, delegado de INAFOR, Instituto Nacional Forestal, reportó la pérdidad de 800 hectáreas de bosques de pino en  Dipilto, producto de incendios forestales. Datos Proporcionados por la fuente.;BEHAVIOR;Malos hábitos,  Cazadores de la fauna silvestre pegan fuego ;La Prensa 2013-03-22 P.9 y 2013-03-25 P.6;;;;1;;;;;;;;;;;;;;800
2013;2013-00042;FORESTFIRE;1;Nueva Segovia;101;Jalapa;Municipio de Jalapa;2013/3/24;El Mayor Leonardo Gutérrez, Jefe de la Defensa Civil en Nueva Segovia reportó la pérdida de 150 hectáreas de bosques, por incendios forestales.;BEHAVIOR;Cazadores de la fauna silvestre pegan fuego sin medir consec;La Prensa 2013-03-25 P.6;;;;1;;;;;;;;;;;;;;150
2013;2013-00043;FORESTFIRE;1;Nueva Segovia;107;Macuelizo;Municipio de Macuelizo;2013/3/24;Jefe de la Defensa Civil en Nueva Segovia, Mayor Leonardo Gutiérrez, reportó la pérdida de cinco hectáreas de bosque de pino producto de incendios forestales.;BEHAVIOR;Pobladores pegan fuego a malezas, fuego se sale de control.;La Prensa 2013-03-25 P.6;;;;1;;;;;;;;;;;;;;5
2013;2013-00044;FORESTFIRE;1;Nueva Segovia;104;San Fernando;Municipio de San Fernando.;2013/3/24;Jefe de la Defensa Civil en Nueva Segovia, Mayor Leonardo Gutiérrez, reportó la pérdida de 80 hectáreas de bosque de pino producto de cinco incendios forestales. Datos proporcionados por la fuente.;BEHAVIOR;Fuego provocado por cazadores de la fauna silvestre.;La Prensa 2013-03-25 P.6;;;;1;;;;;;;;;;;;;;80
2013;2013-00045;FORESTFIRE;2;Madriz;209;San José de Cusmapa;Comunidades: El Horno y Jocomico;2013/3/26;176.05 hectáreas de bosques de pinos quemados por incendios forestales. Datos proporcionados por la fuente.;BEHAVIOR;Malos hábitos, cazadores de la fauna silvestre pegan fuego s;La Prensa 2013-03-27 P.6;;;;1;;;;;;;;;;;;;;176
2013;2013-00046;STORM;2;Madriz;201;Somoto;Comunidades afectadas: Motuce, Los Hermanos Martínez, Cacaul;2013/3/26;"En pleno verano pobladores de Somoto fueron sorprendidos por fuertes vientos, tormenta eléctrica, aguacero, arrancó techos e inundó casas; Colapsaron tres galerones de tábaco en la comunidad de Los Martínez. El dato de afectados se dedujo de multiplicar por cinco las 41 familias afectadas que publicó la fuente, pero no reflejó el número de casas afectadas. También afectó el servicio de energía.";ATMOSPHCONDITION;Condiciones atmosféricas.;La Prensa 2013-03-27 P.1 P.7;;;;1;;;;3;;15;205;;;;;;;
2013;2013-00047;FORESTFIRE;8;Granada;803;Granada;Laderas de Laguna de Apoyo,  Reserva Vista al Lago;2013/3/26;21 hectáreas de bosques fueron arrazados por las llamas, reportó el Cuerpo de Bomberos de Granada. datos proporcionados por la fuente.;BEHAVIOR;Cazadores de la fauna sivestre provocan incendios sin medir ;La Prensa 2013-03-27 P.6;;;;1;;;;;;;;;;;;;;21
2013;2013-00048;POLLUTION;10;Rivas;1009;San Juan del Sur;Playas de San Juan del Sur.;2013/4/1;Playas de San Juan del Sur contaminadas durante la Semana Santa. La Alcaldía Municipal recolectó 240 toneladas de basura en cuatro días. La playa se llenó de gente y de basura. Datos proporcionados por la fuente.;BEHAVIOR;Mal hábito de las personas de tirar basura en las playas.;La Prensa 2013-04-02 P.1 P.5;;;;1;;;;;;;;;;;;;;
2013;2013-00049;POLLUTION;10;Rivas;1008;Rivas;Río Acome;2013/4/2;Aguas servidas y basura de manera permanente caen a las corrientes del río Acome. Datos Proporcionados por la fuente.;BEHAVIOR;Mal hábito de disponer residuos sólidos y líquidos en las fu;La Prensa 2013-04-03 P.6;;;;1;;;;;;;;;;;;;;
2013;2013-00050;POLLUTION;9;Carazo;901;San Marcos;San Pedro de Los Molinas y Dulce Nombre;2013/4/2;Pobladores de San Pedro de Los Molinas y Dulce nombre inconformes ponen tranques ,piden a la Empresa Cantera que adoquine 1500 metros lineales de calle, ya que son afectados por los camiones que entran y sales a la cantera, el polvo afecta la salud de los niños y ancianos principalmente. Datos proporcionados ´por la fuente.;NEGLIGENCE;Pobladores dicen que ni la Empresa Cantera, ni la Alcaldía m;La Prensa 2013-04-03 P.6;;;;1;;;;;;;3288;;;;;;;
2013;2013-00051;DROUGHT;9;Carazo;901;San Marcos;Comunidad La Chona y ciudad de San Marcos.;2013/4/4;Pobladores de San Marcos sufre por el agua, no tienen fuente se agua para abastecerse. En el Departamento de Carazo, 35 mil personas tienen problemas de abastecimiento de agua. Datos proporcionados por la fuente.;ATMOSPHCONDITION;En la zona no hay fuentes de agua superficial, el abastecimi;La Prensa 2013-04-05 P.7;;;;1;;;;;;;;;;;;;;
2013;2013-00052;FORESTFIRE;13;Jinotega;1307;Jinotega;En nueve propiedades privadas del Municipio de Jinotega;2013/4/9;El Procurador Ambiental en Jinotega, Dr. Juan Betanco informó que cinco personas son procesadas por delitos ambientales. En nueve propiedades privadas quemaron 211 hectáreas de pino, roble, madero negro, quebracho, guácimo y otras especies.;BEHAVIOR;Productores queman bosque para sembrar cultivos ó pasto para;La Prensa 2013-05-10 P.7;;;;1;;;;;;;;;;;;;;211
